1967,OH,LIGHT,1,BLUE,1
1967,OR,SPHERE,1,RED,1
1968,CO,SPHERE,1,RED,1
1968,FL,LIGHT,1,GREEN,1
1968,ID,DISK,1,GREEN,1
1968,KS,VARIOUS,1,RED,1
1968,MA,OTHER,1,RED ORANGE,1
1968,MD,SPHERE,1,RED ORANGE,1
1968,ME,FIREBALL,1,GREEN,1
1968,NC,FIREBALL,1,RED,1
1968,NV,LIGHT,1,BLUE,1
1968,OR,CIGAR,1,RED,1
1968,UT,SPHERE,1,YELLOW,1
1968,WA,VARIOUS,1,ORANGE,1
1969,FL,DISK,1,RED,1
1969,MI,SPHERE,1,ORANGE,1
1969,NE,OVAL,1,ORANGE,1
1969,NY,CIRCLE,1,ORANGE,1
1969,PA,CIRCLE,1,ORANGE,1
1970,CA,SPHERE,1,BLUE,1
1970,CO,CIGAR,1,ORANGE GREEN BLUE,1
1970,FL,OVAL,1,ORANGE,1
1970,GA,OTHER,1,ORANGE,1
1970,MA,OTHER,1,YELLOW,1
1970,MD,OVAL,1,ORANGE,1
1970,MI,LIGHT,1,ORANGE,1
1970,MO,LIGHT,1,GREEN,1
1970,NC,SPHERE,1,ORANGE,1
1970,OH,SPHERE,1,RED,1
1970,PA,TRIANGLE,1,ORANGE,1
1970,WA,DISK,1,GREEN BLUE,1
1971,CA,SPHERE,1,BLUE,1
1971,GA,DISK,1,ORANGE,1
1971,ME,RECTANGLE,1,RED,1
1971,MO,CIGAR,1,ORANGE,1
1971,OH,DISK,1,YELLOW,1
1971,TX,CIRCLE,1,RED,1
1972,AK,CIRCLE,1,BLUE,1
1972,DE,DISK,1,RED YELLOW,1
1972,IA,DISK,1,RED,1
1972,IN,CIGAR,1,RED YELLOW,1
1972,MN,TRIANGLE,1,ORANGE,1
1972,MO,DISK,1,ORANGE GREEN,1
1972,NC,DISK,1,RED,1
1972,NJ,LIGHT,1,GREEN,1
1972,SC,CIRCLE,1,GREEN,1
1972,TX,DISK,1,BLUE,1
1972,WI,OVAL,1,BLUE,1
1973,AR,FIREBALL,1,ORANGE,1
1973,CA,OVAL,1,RED,1
1973,CO,DISK,1,ORANGE,1
1973,CT,DISK,1,GREEN,1
1973,GA,CIRCLE,1,BLUE,1
1973,HI,SPHERE,1,BLUE,1
1973,IL,CIRCLE,1,RED,1
1973,KS,TRIANGLE,1,RED,1
1973,NC,OVAL,1,RED,1
1973,NJ,DISK,1,RED GREEN,1
1973,NY,LIGHT,1,ORANGE,1
1973,OR,DISK,1,GREEN,1
1973,PA,DISK,1,RED,1
1973,SC,CIRCLE,1,BLUE,1
1973,TN,OVAL,1,RED,1
1973,TX,CIRCLE,1,RED GREEN,1
1973,UT,DISK,1,RED,1
1973,VA,FORMATION,1,BLUE,1
1973,WA,DIAMOND,1,RED,1
1973,WV,CIRCLE,1,RED,1
1974,AL,SPHERE,1,RED,1
1974,CO,OTHER,1,GREEN,1
1974,CT,CIRCLE,1,RED,1
1974,GA,DISK,1,RED YELLOW BLUE,1
1974,IA,DISK,1,RED,1
1974,IL,DISK,1,ORANGE,1
1974,IN,DISK,1,ORANGE,1
1974,KS,EGG,1,YELLOW,1
1974,ME,OVAL,1,RED YELLOW GREEN,1
1974,MI,LIGHT,1,ORANGE,1
1974,MO,DIAMOND,1,ORANGE,1
1974,NC,DISK,1,RED ORANGE,1
1974,OK,RECTANGLE,1,ORANGE,1
1974,PA,FIREBALL,1,RED,1
1974,SC,VARIOUS,1,RED GREEN,1
1974,TX,CIRCLE,1,RED,1
1974,VA,FIREBALL,1,BLUE,1
1974,VT,LIGHT,1,ORANGE,1
1974,WA,CHEVRON,1,GREEN,1
1975,AZ,VARIOUS,1,BLUE,1
1975,CO,SPHERE,1,BLUE,1
1975,CT,DISK,1,YELLOW,1
1975,FL,DISK,1,ORANGE,1
1975,GA,SPHERE,1,ORANGE,1
1975,IA,CIRCLE,1,BLUE,1
1975,IL,TRIANGLE,1,BLUE,1
1975,KS,LIGHT,1,GREEN,1
1975,KY,FIREBALL,1,ORANGE,1
1975,LA,CIRCLE,1,ORANGE,1
1975,MD,CIRCLE,1,GREEN,1
1975,MI,OTHER,1,RED,1
1975,MN,SPHERE,1,RED GREEN BLUE,1
1975,NC,DISK,1,RED,1
1975,NJ,TRIANGLE,1,RED GREEN,1
1975,NV,CIGAR,1,RED YELLOW,1
1975,OH,LIGHT,1,RED,1
1975,PA,CIGAR,1,ORANGE YELLOW,1
1975,RI,CIRCLE,1,ORANGE,1
1975,SC,LIGHT,1,GREEN,1
1975,TN,LIGHT,1,YELLOW,1
1975,TX,DISK,1,RED,1
1975,WA,LIGHT,1,GREEN,1
1975,WI,DISK,1,RED,1
1975,WV,TRIANGLE,1,RED,1
1976,AK,SPHERE,1,RED,1
1976,CA,FIREBALL,1,RED,1
1976,FL,FORMATION,1,GREEN,1
1976,GA,LIGHT,1,YELLOW,1
1976,IL,DISK,1,RED,1
1976,KY,OTHER,1,RED,1
1976,MA,FIREBALL,1,ORANGE,1
1976,NC,SPHERE,1,ORANGE,1
1976,NV,CYLINDER,1,RED,1
1976,OH,OVAL,1,BLUE,1
1976,PA,CIGAR,1,RED,1
1976,SD,FIREBALL,1,RED ORANGE,1
1976,TX,FIREBALL,1,BLUE,1
1976,UT,LIGHT,1,RED,1
1976,WA,SPHERE,1,ORANGE,1
1977,AR,LIGHT,1,RED,1
1977,CA,RECTANGLE,1,BLUE,1
1977,FL,DISK,1,GREEN,1
1977,IL,CIRCLE,1,ORANGE BLUE,1
1977,IN,SPHERE,1,ORANGE,1
1977,KY,LIGHT,1,RED,1
1977,MA,DISK,1,RED GREEN,1
1977,ME,LIGHT,1,GREEN,1
1977,MI,CIRCLE,1,GREEN,1
1977,MO,OTHER,1,RED,1
1977,MT,CIRCLE,1,RED GREEN BLUE,1
1977,OH,TRIANGLE,1,RED BLUE,1
1977,OR,OVAL,1,RED ORANGE,1
1977,PA,SPHERE,1,RED,1
1977,VT,LIGHT,1,ORANGE,1
1977,WA,SPHERE,1,RED,1
1977,WI,TRIANGLE,1,RED,1
1978,AZ,LIGHT,1,BLUE,1
1978,CO,LIGHT,1,GREEN,1
1978,HI,LIGHT,1,BLUE,1
1978,IL,CIRCLE,1,ORANGE,1
1978,IN,DISK,1,RED,1
1978,KS,LIGHT,1,RED,1
1978,MA,TRIANGLE,1,BLUE,1
1978,ME,CIGAR,1,ORANGE,1
1978,NH,TRIANGLE,1,RED,1
1978,NM,LIGHT,1,RED,1
1978,OR,DISK,1,RED YELLOW GREEN BLUE,1
1978,PA,LIGHT,1,GREEN,1
1978,RI,SPHERE,1,RED,1
1978,SC,OVAL,1,GREEN,1
1978,TN,DISK,1,RED,1
1979,AZ,LIGHT,1,GREEN,1
1979,HI,SPHERE,1,BLUE,1
1979,IA,OTHER,1,YELLOW,1
1979,IL,SPHERE,1,BLUE,1
1979,MN,LIGHT,1,YELLOW,1
1979,MO,CYLINDER,1,RED,1
1979,NC,TRIANGLE,1,RED,1
1979,NE,OTHER,1,BLUE,1
1979,NJ,CIRCLE,1,YELLOW,1
1979,NY,CHEVRON,1,ORANGE,1
1979,PA,LIGHT,1,GREEN,1
1979,TN,OVAL,1,RED YELLOW,1
1979,TX,LIGHT,1,BLUE,1
1979,WA,LIGHT,1,GREEN,1
1980,CO,CYLINDER,1,RED,1
1980,GA,OVAL,1,ORANGE,1
1980,IN,LIGHT,1,GREEN,1
1980,KS,CIGAR,1,RED,1
1980,KY,FLASH,1,BLUE,1
1980,MA,DIAMOND,1,GREEN,1
1980,MI,TRIANGLE,1,RED,1
1980,NC,LIGHT,1,RED,1
1980,NH,DISK,1,ORANGE YELLOW,1
1980,SC,LIGHT,1,RED,1
1980,TN,TRIANGLE,1,YELLOW,1
1980,TX,TRIANGLE,1,RED,1
1980,WI,OVAL,1,ORANGE,1
1981,AL,CIRCLE,1,RED,1
1981,AZ,FIREBALL,1,ORANGE,1
1981,CA,TRIANGLE,1,RED ORANGE,1
1981,DE,LIGHT,1,RED GREEN BLUE,1
1981,ME,FIREBALL,1,BLUE,1
1981,MI,OVAL,1,GREEN,1
1981,MN,LIGHT,1,RED,1
1981,NC,SPHERE,1,GREEN,1
1981,OH,LIGHT,1,RED,1
1981,OR,DISK,1,GREEN BLUE,1
1981,WA,SPHERE,1,ORANGE,1
1982,AK,SPHERE,1,ORANGE,1
1982,AZ,OVAL,1,ORANGE,1
1982,CA,SPHERE,1,GREEN,1
1982,CO,FORMATION,1,ORANGE,1
1982,IA,SPHERE,1,ORANGE,1
1982,IL,DIAMOND,1,GREEN,1
1982,LA,DISK,1,RED,1
1982,MN,OTHER,1,ORANGE,1
1982,NC,VARIOUS,1,RED YELLOW GREEN BLUE,1
1982,ND,LIGHT,1,GREEN,1
1982,NY,TRIANGLE,1,RED BLUE,1
1982,OH,LIGHT,1,BLUE,1
1982,PA,TRIANGLE,1,RED,1
1982,RI,DISK,1,ORANGE,1
1982,TN,OVAL,1,ORANGE,1
1982,VA,TRIANGLE,1,GREEN,1
1983,CA,DISK,1,ORANGE,1
1983,FL,FIREBALL,1,YELLOW,1
1983,IL,CIGAR,1,RED ORANGE,1
1983,MA,DIAMOND,1,ORANGE,1
1983,NJ,SPHERE,1,GREEN,1
1983,NV,LIGHT,1,GREEN,1
1983,OH,SPHERE,1,RED,1
1983,PA,OVAL,1,RED,1
1983,SD,FORMATION,1,RED GREEN,1
1983,TX,OVAL,1,RED YELLOW GREEN,1
1983,VA,CIRCLE,1,YELLOW,1
1983,WA,SPHERE,1,ORANGE,1
1984,AK,DIAMOND,1,RED,1
1984,AR,FIREBALL,1,BLUE,1
1984,CA,LIGHT,1,BLUE,1
1984,GA,CIRCLE,1,RED YELLOW,1
1984,IL,VARIOUS,1,RED,1
1984,ME,TRIANGLE,1,RED,1
1984,MN,RECTANGLE,1,RED,1
1984,NM,LIGHT,1,RED,1
1984,NY,OVAL,1,RED,1
1984,OH,DISK,1,RED,1
1984,PA,DISK,1,GREEN,1
1984,VA,SPHERE,1,ORANGE,1
1984,WI,LIGHT,1,RED,1
1985,FL,OTHER,1,RED,1
1985,GA,TRIANGLE,1,RED GREEN BLUE,1
1985,HI,TRIANGLE,1,GREEN,1
1985,KS,TRIANGLE,1,GREEN,1
1985,LA,LIGHT,1,GREEN,1
1985,NY,TRIANGLE,1,GREEN,1
1985,OH,CIRCLE,1,RED,1
1985,OR,OTHER,1,BLUE,1
1985,PA,TRIANGLE,1,RED,1
1985,SC,CIRCLE,1,GREEN,1
1985,TN,OTHER,1,ORANGE,1
1985,WI,SPHERE,1,GREEN,1
1986,AK,OVAL,1,ORANGE,1
1986,AL,CIRCLE,1,ORANGE,1
1986,AR,LIGHT,1,RED,1
1986,FL,RECTANGLE,1,RED,1
1986,GA,SPHERE,1,ORANGE,1
1986,KY,LIGHT,1,BLUE,1
1986,MO,OTHER,1,RED,1
1986,MT,OTHER,1,GREEN,1
1986,NY,TRIANGLE,1,RED,1
1986,OH,TRIANGLE,1,GREEN,1
1986,PA,DISK,1,ORANGE GREEN,1
1986,TX,RECTANGLE,1,RED YELLOW BLUE,1
1986,VA,TRIANGLE,1,ORANGE,1
1987,AR,CYLINDER,1,RED YELLOW,1
1987,FL,TRIANGLE,1,RED,1
1987,IL,LIGHT,1,RED,1
1987,IN,LIGHT,1,RED,1
1987,KS,FIREBALL,1,BLUE,1
1987,MI,LIGHT,1,GREEN,1
1987,MO,CIGAR,1,BLUE,1
1987,NV,LIGHT,1,RED,1
1987,NY,OVAL,1,RED,1
1987,OR,SPHERE,1,ORANGE,1
1987,TX,CIRCLE,1,RED GREEN,1
1987,VA,LIGHT,1,ORANGE,1
1987,WA,CIGAR,1,RED,1
1988,FL,CIRCLE,1,YELLOW,1
1988,IL,DISK,1,GREEN,1
1988,MD,CIRCLE,1,ORANGE,1
1988,MI,TRIANGLE,1,GREEN,1
1988,MN,OTHER,1,ORANGE,1
1988,MO,LIGHT,1,BLUE,1
1988,NJ,FIREBALL,1,ORANGE,1
1988,NY,LIGHT,1,RED,1
1988,OH,LIGHT,1,GREEN,1
1988,OK,TRIANGLE,1,ORANGE,1
1988,TX,VARIOUS,1,GREEN,1
1988,VA,DISK,1,RED ORANGE,1
1989,AR,TRIANGLE,1,RED,1
1989,AZ,SPHERE,1,GREEN,1
1989,CT,TRIANGLE,1,RED,1
1989,KY,OVAL,1,ORANGE,1
1989,MA,DISK,1,BLUE,1
1989,MO,CIRCLE,1,RED,1
1989,MS,DISK,1,GREEN,1
1989,NY,DISK,1,RED,1
1989,OK,SPHERE,1,ORANGE,1
1989,OR,SPHERE,1,ORANGE,1
1989,TX,OVAL,1,RED GREEN BLUE,1
1989,UT,FORMATION,1,BLUE,1
1989,WI,OTHER,1,YELLOW,1
1990,AK,LIGHT,1,RED BLUE,1
1990,CA,FIREBALL,1,GREEN,1
1990,FL,FIREBALL,1,BLUE,1
1990,GA,OVAL,1,GREEN,1
1990,MA,LIGHT,1,RED,1
1990,MI,FORMATION,1,ORANGE,1
1990,MT,DISK,1,ORANGE,1
1990,NC,SPHERE,1,ORANGE GREEN,1
1990,OR,LIGHT,1,RED,1
1990,PA,DISK,1,RED,1
1990,SC,LIGHT,1,RED,1
1990,TX,LIGHT,1,RED YELLOW,1
1990,VA,LIGHT,1,YELLOW,1
1990,WI,FIREBALL,1,RED ORANGE,1
1991,GA,CYLINDER,1,BLUE,1
1991,IL,TRIANGLE,1,ORANGE,1
1991,KS,TRIANGLE,1,ORANGE,1
1991,NC,OVAL,1,BLUE,1
1991,NE,SPHERE,1,ORANGE,1
1991,NJ,CIRCLE,1,RED,1
1991,NM,OVAL,1,BLUE,1
1991,TN,DISK,1,RED GREEN BLUE,1
1991,VA,TRIANGLE,1,RED,1
1991,WA,VARIOUS,1,RED,1
1992,AL,FIREBALL,1,YELLOW,1
1992,AZ,TRIANGLE,1,BLUE,1
1992,CO,LIGHT,1,RED,1
1992,CT,RECTANGLE,1,GREEN,1
1992,FL,OTHER,1,ORANGE,1
1992,MA,DISK,1,RED,1
1992,ME,TRIANGLE,1,RED,1
1992,MN,OTHER,1,ORANGE,1
1992,MT,TRIANGLE,1,ORANGE,1
1992,NJ,CIRCLE,1,YELLOW,1
1992,NY,FIREBALL,1,GREEN BLUE,1
1992,PA,TRIANGLE,1,ORANGE,1
1992,TX,CIGAR,1,RED,1
1992,UT,LIGHT,1,GREEN,1
1992,VA,CIRCLE,1,RED GREEN BLUE,1
1992,WI,TRIANGLE,1,RED,1
1993,AK,CIGAR,1,BLUE,1
1993,AZ,FORMATION,1,RED,1
1993,CT,DIAMOND,1,RED,1
1993,DE,TEARDROP,1,GREEN,1
1993,IN,LIGHT,1,RED GREEN,1
1993,LA,TRIANGLE,1,ORANGE,1
1993,MA,OTHER,1,BLUE,1
1993,MD,OTHER,1,ORANGE,1
1993,MN,LIGHT,1,RED,1
1993,NC,OVAL,1,YELLOW,1
1993,NY,TRIANGLE,1,RED,1
1993,OH,OVAL,1,GREEN,1
1993,TN,OTHER,1,RED GREEN,1
1993,TX,TRIANGLE,1,RED,1
1993,UT,SPHERE,1,GREEN,1
1993,VA,CIRCLE,1,BLUE,1
1993,WY,CHEVRON,1,YELLOW,1
1994,AR,SPHERE,1,ORANGE,1
1994,AZ,OVAL,1,RED,1
1994,FL,CIRCLE,1,ORANGE,1
1994,GA,OTHER,1,RED ORANGE,1
1994,IA,LIGHT,1,ORANGE,1
1994,IN,TRIANGLE,1,YELLOW,1
1994,KY,FIREBALL,1,GREEN,1
1994,MA,LIGHT,1,RED,1
1994,MD,OTHER,1,ORANGE YELLOW,1
1994,MI,OTHER,1,RED,1
1994,MN,FIREBALL,1,GREEN,1
1994,NC,EGG,1,GREEN,1
1994,NM,SPHERE,1,ORANGE,1
1994,NV,CIRCLE,1,GREEN,1
1994,OK,TRIANGLE,1,RED,1
1994,PA,DISK,1,BLUE,1
1994,TN,VARIOUS,1,ORANGE,1
1994,VA,FLASH,1,GREEN,1
1994,WA,OVAL,1,ORANGE,1
1994,WI,TRIANGLE,1,RED,1
1995,AZ,FORMATION,1,RED,1
1995,CT,LIGHT,1,RED,1
1995,FL,LIGHT,1,ORANGE BLUE,1
1995,HI,TEARDROP,1,BLUE,1
1995,IL,FIREBALL,1,ORANGE,1
1995,KY,TRIANGLE,1,RED,1
1995,MD,FORMATION,1,RED,1
1995,ME,OTHER,1,ORANGE,1
1995,MS,CYLINDER,1,BLUE,1
1995,NC,OVAL,1,RED,1
1995,NH,EGG,1,YELLOW,1
1995,NM,CONE,1,GREEN,1
1995,NY,TRIANGLE,1,RED YELLOW,1
1995,OR,LIGHT,1,BLUE,1
1995,SC,SPHERE,1,RED,1
1995,UT,TRIANGLE,1,RED,1
1995,VA,OTHER,1,ORANGE,1
1995,WI,SPHERE,1,BLUE,1
1996,AK,LIGHT,1,GREEN,1
1996,AL,OTHER,1,BLUE,1
1996,CO,VARIOUS,1,RED BLUE,1
1996,FL,TRIANGLE,1,GREEN,1
1996,IA,DISK,1,BLUE,1
1996,MA,TRIANGLE,1,GREEN,1
1996,ME,TRIANGLE,1,BLUE,1
1996,MI,LIGHT,1,RED,1
1996,NM,VARIOUS,1,YELLOW,1
1996,OK,SPHERE,1,RED BLUE,1
1996,OR,SPHERE,1,BLUE,1
1996,UT,LIGHT,1,BLUE,1
1996,VA,TRIANGLE,1,RED,1
1996,WA,CYLINDER,1,ORANGE YELLOW,1
1996,WI,RECTANGLE,1,ORANGE,1
1997,AK,LIGHT,1,ORANGE GREEN,1
1997,AL,OVAL,1,BLUE,1
1997,AR,OTHER,1,RED,1
1997,CO,LIGHT,1,RED,1
1997,GA,FIREBALL,1,GREEN,1
1997,IA,TRIANGLE,1,BLUE,1
1997,IN,LIGHT,1,RED,1
1997,KY,DISK,1,GREEN,1
1997,LA,LIGHT,1,ORANGE,1
1997,MA,SPHERE,1,RED,1
1997,MD,OVAL,1,YELLOW,1
1997,ME,FIREBALL,1,ORANGE,1
1997,MS,FIREBALL,1,ORANGE,1
1997,NC,FORMATION,1,RED,1
1997,NH,LIGHT,1,GREEN,1
1997,OK,TRIANGLE,1,RED,1
1997,PA,HEXAGON,1,RED GREEN,1
1997,SC,LIGHT,1,RED,1
1997,TN,FORMATION,1,ORANGE YELLOW,1
1997,VA,LIGHT,1,BLUE,1
1997,WV,TRIANGLE,1,BLUE,1
1997,WY,LIGHT,1,RED,1
1998,AL,SPHERE,1,RED,1
1998,AR,RECTANGLE,1,ORANGE,1
1998,CT,CYLINDER,1,RED,1
1998,HI,OTHER,1,GREEN,1
1998,KS,FIREBALL,1,RED,1
1998,KY,LIGHT,1,BLUE,1
1998,ME,SPHERE,1,GREEN,1
1998,MT,LIGHT,1,BLUE,1
1998,ND,FIREBALL,1,RED,1
1998,NE,FIREBALL,1,GREEN,1
1998,NJ,LIGHT,1,BLUE,1
1998,NM,CYLINDER,1,RED,1
1998,OK,EGG,1,YELLOW,1
1998,RI,DISK,1,RED,1
1998,TN,FORMATION,1,RED GREEN BLUE,1
1998,VT,DISK,1,BLUE,1
1998,WV,FIREBALL,1,GREEN,1
1998,WY,FIREBALL,1,GREEN,1
1999,AK,CIRCLE,1,ORANGE,1
1999,AL,LIGHT,1,RED,1
